SK_ID_CURR,TARGET
100001,0.03242106424481129
100005,0.110481232875675
100013,0.016748310042625794
100028,0.03763227230652477
100038,0.16673409633804406
100042,0.0382889689547518
100057,0.020882514246818053
100065,0.04347173661208836
100066,0.01607072301318253
100067,0.08912816263818898
100074,0.10313849922211057
100090,0.03944198207479377
100091,0.17061938146659936
100092,0.09597107903341993
100106,0.06998637548965309
100107,0.1554951009491896
100109,0.06531008353768944
100117,0.03832907203639347
100128,0.06724165148185066
100141,0.027742251895758904
100150,0.022940409854796215
100168,0.014377911657923157
100169,0.033465176074906275
100170,0.057042309376380995
100171,0.040550017183789366
100172,0.09400204453273873
100184,0.07625489372377162
100187,0.07053964279044514
100212,0.06887409483358195
100222,0.07137090913198126
100223,0.022024139016637787
100232,0.02336769623845466
100241,0.16552474056099478
100245,0.024380815442382183
100253,0.025526109223436285
100256,0.07890823040433416
100271,0.016916674094221602
100278,0.29565291864551063
100280,0.016278518357891195
100306,0.15341836582303547
100311,0.15451212123433591
100312,0.026607176872606022
100330,0.15729294874824581
100331,0.035254725199101916
100352,0.08699557460322997
100358,0.06745772086965393
100367,0.03135915952593541
100382,0.20378732114680687
100384,0.06042267226847752
100385,0.07211267039978597
100386,0.04707355058471023
100399,0.025372236943470766
100404,0.09860904070437354
100416,0.020627759387650692
100422,0.09358236615642535
100426,0.028101242016321346
100438,0.03742470780199603
100444,0.18483630011129787
100445,0.15918886665539989
100446,0.11242220015598943
100447,0.03205827004935798
100450,0.06791002809642047
100466,0.022274088997072436
100483,0.0285440495105009
100484,0.045526785765080166
100494,0.07720088084896655
100510,0.18073020725586816
100512,0.02631162259626274
100517,0.032274863150399936
100548,0.05530511643130777
100551,0.040649469249117186
100552,0.08013729374423174
100553,0.03031386516353272
100561,0.096621909502387
100568,0.4160213761095085
100569,0.04283539555745059
100591,0.05160860298243546
100592,0.032946739759457125
100602,0.08669684603706274
100607,0.05960095191202803
100613,0.09509717735554232
100617,0.14487967581022146
100618,0.05520910637198429
100622,0.058915871780887454
100625,0.1810648939160393
100677,0.195994622529216
100699,0.043981494119427936
100702,0.3559429056576964
100711,0.06007775996658216
100729,0.12374758491903767
100740,0.30851658847826124
100744,0.20915972468755087
100745,0.050982225434757444
100747,0.07587624704561892
100751,0.26358074635942325
100752,0.052541470187621356
100753,0.23684416693350055
100754,0.16788192956142917
100760,0.04795509136589699
100762,0.08502372140181548
100763,0.06733035565095655
100765,0.018377317722144074
100770,0.06719946843770067
100772,0.023968377849779485
100777,0.04157151770355582
100791,0.024069461018626503
100792,0.0163330947665339
100797,0.027210068743197407
100823,0.040293435288799896
100826,0.03871660328627989
100830,0.05680655954967695
100836,0.3375481769418358
100872,0.04059760913094366
100910,0.049995247094038485
100913,0.18905339321539102
100918,0.047172350199627615
100931,0.019218984337254268
100952,0.04681538640242174
100953,0.055991421827284844
100965,0.17345795007700845
100970,0.0502967688423365
100982,0.14260520758051762
100983,0.3335676242827214
100984,0.042585113878293654
100987,0.05893457383153244
100997,0.04820351775867692
100998,0.19965812806051564
101002,0.054166255822043076
101005,0.18698257787095152
101008,0.34500943221684605
101020,0.0711127588451174
101021,0.041055438358470135
101024,0.08064660330169918
101025,0.1031457466468879
101026,0.05063975074182021
101031,0.04247614986335263
101041,0.023785963396954983
101051,0.016259117811074714
101055,0.09320625541321968
101056,0.23451445561897327
101057,0.05116166911672345
101064,0.052658408844198916
101079,0.10215870695759388
101087,0.029545311801089588
101090,0.04473706890567616
101092,0.08429593299766981
101097,0.11927784805065202
101099,0.023923853930557067
101107,0.07967425419844533
101118,0.08453352854792005
101125,0.07274891148989675
