SK_ID_CURR,TARGET
100001,0.027534975264215666
100005,0.12095987385802512
100013,0.016189178988936164
100028,0.03742113989783154
100038,0.14607733286158206
100042,0.03641115011089738
100057,0.017444909195061534
100065,0.04175245670396119
100066,0.016932827814696218
100067,0.08719773047042136
100074,0.06505483986394714
100090,0.04349531713993008
100091,0.18920880414015848
100092,0.09141368164088269
100106,0.07454507369886648
100107,0.11869944586511906
100109,0.06488620748881338
100117,0.033150187385613775
100128,0.07303513650112814
100141,0.025876230337914072
100150,0.023069351517045943
100168,0.013163224943508616
100169,0.02742764411684076
100170,0.06306835325152699
100171,0.046942650017555876
100172,0.08062520110125124
100184,0.05141312284902827
100187,0.05179710717426985
100212,0.07516256836207161
100222,0.064766712716966
100223,0.02049098482753245
100232,0.02420204918562537
100241,0.17283040848115164
100245,0.026166806756571646
100253,0.02372466387147852
100256,0.07470130084061152
100271,0.015977174555050933
100278,0.25764015894123493
100280,0.01562591876238985
100306,0.14540981371829192
100311,0.1033562822033431
100312,0.023882223030906636
100330,0.12762784731795526
100331,0.032891285673137295
100352,0.10222647629024469
100358,0.07074368173078131
100367,0.033701109470030854
100382,0.18751646459723026
100384,0.07922927567563133
100385,0.08270215819657226
100386,0.046352181545950735
100399,0.027047066181667412
100404,0.058264247907722506
100416,0.02395937580456994
100422,0.12676563615631992
100426,0.02394623539042974
100438,0.03665412263293357
100444,0.1705872260561328
100445,0.17563605857453501
100446,0.1080926311980885
100447,0.025759586544428927
100450,0.04454351583204281
100466,0.018642943049211446
100483,0.03204773631456136
100484,0.029877236872808684
100494,0.07264619553443333
100510,0.1959496710252243
100512,0.021236524737251166
100517,0.03309762302880708
100548,0.03942475240266575
100551,0.038022526548675675
100552,0.09277268134884861
100553,0.026567614564501827
100561,0.09467256143628144
100568,0.4518137988081263
100569,0.05449687926644617
100591,0.0495302562707992
100592,0.02669160635200425
100602,0.08730672620399968
100607,0.06358312731753046
100613,0.08016641687676453
100617,0.1800567020784613
100618,0.05554546753103245
100622,0.04767805552328339
100625,0.110396341298462
100677,0.19789992131506717
100699,0.04956891005625626
100702,0.35880166594509555
100711,0.05836259223969101
100729,0.10053423752240188
100740,0.3371883288521541
100744,0.22030922641624065
100745,0.05095951591896618
100747,0.08125353147395224
100751,0.2053987182803149
100752,0.055279241290705744
100753,0.2251860840641647
100754,0.17581029907861784
100760,0.05235639438540249
100762,0.09025518548342351
100763,0.06322932068695652
100765,0.01761144599078318
100770,0.04588796188761954
100772,0.025545680734859577
100777,0.04338572812260668
100791,0.026025535486547402
100792,0.014914877620881544
100797,0.029098114171850577
100823,0.034415286240552394
100826,0.03838875558183322
100830,0.041790389182225135
100836,0.3216922912197199
100872,0.03539677351601877
100910,0.0447324611588121
100913,0.1370092370591163
100918,0.05205133310656067
100931,0.016283155354826634
100952,0.05584502103993858
100953,0.0395034153187735
100965,0.15940295335934065
100970,0.03436438891666629
100982,0.1598962393924804
100983,0.14242561769953305
100984,0.041261610466525225
100987,0.05402252735298869
100997,0.05588862920561123
100998,0.1543089602046828
101002,0.05869401614049492
101005,0.19265381745486446
101008,0.294948295577583
101020,0.07067419715816739
101021,0.03670196880553723
101024,0.08719856335361834
101025,0.13279139724108302
101026,0.05701302417461545
101031,0.03143607477904718
101041,0.02536699762733785
101051,0.016818642732036447
101055,0.0992433925593536
101056,0.2585780754191739
101057,0.055535499906043326
101064,0.028365506553430463
101079,0.08792646047714776
101087,0.034725267306375006
101090,0.02991383427957061
101092,0.09624321078051316
101097,0.14709516374430626
101099,0.01702431813540687
101107,0.08823911541054237
101118,0.08228392865279062
101125,0.08846601701205356
101126,0.03155436298122292
101128,0.018972902643896918
101136,0.07954643580311745
101140,0.1905468692082128
101149,0.15321554204131532
101160,0.07716359873368481
101169,0.20255940774584028
101181,0.030061636038715946
101186,0.02489542225735743
101190,0.09130883137928598
101193,0.0985789538370078
101194,0.11848179125519347
101198,0.16277833476500772
101200,0.03825851897179501
101204,0.027210722203393926
101211,0.06432546992245977
101213,0.09071997585018472
101223,0.03869513345780367
101225,0.08076876363151016
101237,0.09209031672450355
101243,0.05035236239502895
101244,0.12337287688896299
101258,0.0404896923262678
101259,0.22536258054377736
101268,0.11107826564298723
101269,0.017233308443883256
101271,0.11908406867094232
101279,0.05824089361856601
101281,0.06415715390917619
101287,0.049796065693702096
101292,0.030614647646476607
101294,0.03479230115743684
101296,0.09707811106061572
101297,0.03277425490438402
101299,0.04364647969370978
101301,0.05380981698118558
101305,0.09097239156789384
101308,0.08106536426501255
